Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  hasBiomarker  EGFR_Negative   ,?a  hasStage  IIIB,0.036231884,0.106132075,0.106132075,45,424,424,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasStage  IIIA,0.096618357,0.196078431,0.196078431,120,612,612,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasStage  IIIA,0.016908213,0.156716418,0.156716418,21,134,134,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasStage  IIIA,0.081320451,0.204453441,0.204453441,101,494,494,?a
?a  hasGender  Female   ,?a  hasStage  IIIA,0.054750403,0.182795699,0.182795699,68,372,372,?a
?a  hasGender  Male   ,?a  hasStage  IIIA,0.140096618,0.2,0.2,174,870,870,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasStage  IIIA,0.011272142,0.103703704,0.103703704,14,135,135,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  hasStage  IIIA,0.066022544,0.359649123,0.359649123,82,228,228,?a
?a  hasAgeCategory  Young   ,?a  hasStage  IIIA,0.048309179,0.174418605,0.174418605,60,344,344,?a
?a  hasAgeCategory  Old   ,?a  hasStage  IIIA,0.146537842,0.202898551,0.202898551,182,897,897,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasStage  IIIA,0.037037037,0.181102362,0.181102362,46,254,254,?a
?a  treatmentType  Thoracoscopy   ,?a  hasStage  IIIA,0.070853462,0.247887324,0.247887324,88,355,355,?a
?a  treatmentType  Sequential_Chemoradiation   ,?a  hasStage  IIIA,0.020128824,0.423728814,0.423728814,25,59,59,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasStage  IIIA,0.020933977,0.189781022,0.189781022,26,137,137,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasStage  IIIA,0.046698873,0.117408907,0.117408907,58,494,494,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasStage  IIIA,0.117552335,0.371501272,0.371501272,146,393,393,?a
?a  treatmentType  Immunotherapy   ,?a  hasStage  IIIA,0.017713366,0.117021277,0.117021277,22,188,188,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasStage  IIIA,0.053140097,0.4,0.4,66,165,165,?a
?a  hasRelapse_Progression  Relapse   ,?a  hasStage  IIIA,0.012077295,0.2,0.2,15,75,75,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasStage  IIIA,0.089371981,0.74,0.74,111,150,150,?a
?a  patientDrug  Nivolumab   ,?a  hasStage  IIIA,0.018518519,0.185483871,0.185483871,23,124,124,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasStage  IIIA,0.047504026,0.430656934,0.430656934,59,137,137,?a
?a  patientDrug  Docetaxel   ,?a  hasStage  IIIA,0.019323671,0.24,0.24,24,100,100,?a
?a  patientDrug  Gemcitabine   ,?a  hasStage  IIIA,0.013687601,0.303571429,0.303571429,17,56,56,?a
?a  patientDrug  Vp-16   ,?a  hasStage  IIIA,0.017713366,0.104265403,0.104265403,22,211,211,?a
?a  hasRelapse_Progression  Progression   ,?a  hasStage  IIIA,0.111111111,0.203240059,0.203240059,138,679,679,?a
?a  patientDrug  Cisplatin   ,?a  hasStage  IIIA,0.08373591,0.368794326,0.368794326,104,282,282,?a
?a  patientDrug  Pemetrexed   ,?a  hasStage  IIIA,0.025764895,0.126482213,0.126482213,32,253,253,?a
?a  patientDrug  Cisplatin   ,?a  hasStage  IIIB,0.040257649,0.177304965,0.177304965,50,282,282,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasStage  IIIA,0.027375201,0.283333333,0.283333333,34,120,120,?a
?a  patientDrug  Vinorelbine   ,?a  hasStage  IIIA,0.106280193,0.394029851,0.394029851,132,335,335,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasStage  IIIA,0.053140097,0.268292683,0.268292683,66,246,246,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasStage  IIIA,0.012882448,0.114285714,0.114285714,16,140,140,?a
?a  patientDrug  Paclitaxel   ,?a  hasStage  IIIA,0.073268921,0.311643836,0.311643836,91,292,292,?a
?a  patientDrug  Carboplatin   ,?a  hasStage  IIIA,0.09742351,0.191455696,0.191455696,121,632,632,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasStage  IIIA,0.011272142,0.168674699,0.168674699,14,83,83,?a
?a  hasBiomarker  RET_Negative   ,?a  hasStage  IIIA,0.016908213,0.403846154,0.403846154,21,52,52,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasStage  IIIA,0.071658615,0.20990566,0.20990566,89,424,424,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasStage  IIIA,0.062801932,0.209677419,0.209677419,78,372,372,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasStage  IIIA,0.046698873,0.220532319,0.220532319,58,263,263,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasStage  IA,0.011272142,0.104477612,0.104477612,14,134,134,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  hasStage  IA,0.023349436,0.127192982,0.127192982,29,228,228,?a
?a  treatmentType  Thoracoscopy   ,?a  hasStage  IA,0.061996779,0.216901408,0.216901408,77,355,355,?a
?a  hasRelapse_Progression  Relapse   ,?a  hasStage  IA,0.010466989,0.173333333,0.173333333,13,75,75,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasStage  IA,0.039452496,0.199186992,0.199186992,49,246,246,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  treatmentType  Radiotherapy_To_Lung,0.019924425,0.254385965,0.254385965,58,228,228,?a
?a  hasGender  Female   ,?a  treatmentType  Radiotherapy_To_Lung,0.043284095,0.338709677,0.352941176,126,372,357,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  treatmentType  Radiotherapy_To_Lung,0.056681553,0.334008097,0.345188285,165,494,478,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  treatmentType  Radiotherapy_To_Lung,0.011336311,0.244444444,0.244444444,33,135,135,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.038818276,0.44488189,0.44488189,113,254,254,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  treatmentType  Radiotherapy_To_Lung,0.069048437,0.328431373,0.340677966,201,612,590,?a
?a  treatmentType  Surgery   ,?a  treatmentType  Radiotherapy_To_Lung,0.011336311,0.362637363,0.362637363,33,91,91,?a
?a  treatmentType  Sequential_Chemoradiation   ,?a  treatmentType  Radiotherapy_To_Lung,0.017176228,0.847457627,0.847457627,50,59,59,?a
?a  treatmentType  Thoracoscopy   ,?a  treatmentType  Radiotherapy_To_Lung,0.026451391,0.216901408,0.216901408,77,355,355,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.012366884,0.262773723,0.262773723,36,137,137,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  treatmentType  Radiotherapy_To_Lung,0.018550326,0.327272727,0.327272727,54,165,165,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.029199588,0.566666667,0.566666667,85,150,150,?a
?a  treatmentType  Immunotherapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.02335967,0.361702128,0.361702128,68,188,188,?a
?a  hasStage  IV   ,?a  treatmentType  Radiotherapy_To_Lung,0.016832704,0.170731707,0.180811808,49,287,271,?a
?a  hasStage  IIIB   ,?a  treatmentType  Radiotherapy_To_Lung,0.03160426,0.65248227,0.676470588,92,141,136,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.046032291,0.97810219,0.97810219,134,137,137,?a
?a  patientDrug  Cyclophosphamide   ,?a  treatmentType  Radiotherapy_To_Lung,0.010649261,0.516666667,0.516666667,31,60,60,?a
?a  patientDrug  Docetaxel   ,?a  treatmentType  Radiotherapy_To_Lung,0.013740982,0.4,0.4,40,100,100,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  treatmentType  Radiotherapy_To_Lung,0.06252147,0.368421053,0.368421053,182,494,494,?a
?a  hasAgeCategory  Young   ,?a  treatmentType  Radiotherapy_To_Lung,0.038474751,0.325581395,0.328445748,112,344,341,?a
?a  patientDrug  Vincristine   ,?a  treatmentType  Radiotherapy_To_Lung,0.010305737,0.5,0.5,30,60,60,?a
?a  hasStage  IIIA   ,?a  treatmentType  Radiotherapy_To_Lung,0.050154586,0.603305785,0.605809129,146,242,241,?a
?a  patientDrug  Nivolumab   ,?a  treatmentType  Radiotherapy_To_Lung,0.015115081,0.35483871,0.35483871,44,124,124,?a
?a  patientDrug  Doxorubicin   ,?a  treatmentType  Radiotherapy_To_Lung,0.010305737,0.5,0.5,30,60,60,?a
?a  hasRelapse_Progression  No_Progression   ,?a  treatmentType  Radiotherapy_To_Lung,0.019237375,0.227642276,0.239316239,56,246,234,?a
?a  patientDrug  Vp-16   ,?a  treatmentType  Radiotherapy_To_Lung,0.031947784,0.440758294,0.453658537,93,211,205,?a
?a  hasGender  Male   ,?a  treatmentType  Radiotherapy_To_Lung,0.091721058,0.306896552,0.316350711,267,870,844,?a
?a  patientDrug  Pemetrexed   ,?a  treatmentType  Radiotherapy_To_Lung,0.024046719,0.276679842,0.281124498,70,253,249,?a
?a  hasAgeCategory  Old   ,?a  treatmentType  Radiotherapy_To_Lung,0.096530402,0.313266444,0.326744186,281,897,860,?a
?a  patientDrug  Cisplatin   ,?a  treatmentType  Radiotherapy_To_Lung,0.046375816,0.478723404,0.480427046,135,282,281,?a
?a  patientDrug  Paclitaxel   ,?a  treatmentType  Radiotherapy_To_Lung,0.060460323,0.602739726,0.602739726,176,292,292,?a
?a  hasBiomarker  BRAF_Negative   ,?a  treatmentType  Radiotherapy_To_Lung,0.012366884,0.3,0.315789474,36,120,114,?a
?a  patientDrug  Vinorelbine   ,?a  treatmentType  Radiotherapy_To_Lung,0.058055651,0.504477612,0.505988024,169,335,334,?a
?a  hasBiomarker  PDL1_Positive   ,?a  treatmentType  Radiotherapy_To_Lung,0.011336311,0.235714286,0.253846154,33,140,130,?a
?a  patientDrug  Carboplatin   ,?a  treatmentType  Radiotherapy_To_Lung,0.087255239,0.401898734,0.408360129,254,632,622,?a
?a  hasRelapse_Progression  Progression   ,?a  treatmentType  Radiotherapy_To_Lung,0.0979045,0.419734904,0.426646707,285,679,668,?a
?a  hasBiomarker  EGFR_Negative   ,?a  treatmentType  Radiotherapy_To_Lung,0.04294057,0.294811321,0.308641975,125,424,405,?a
?a  hasRelapse_Progression  Relapse   ,?a  treatmentType  Radiotherapy_To_Lung,0.012366884,0.48,0.486486486,36,75,74,?a
?a  hasBiomarker  ALK_Negative   ,?a  treatmentType  Radiotherapy_To_Lung,0.034695981,0.271505376,0.28611898,101,372,353,?a
?a  hasBiomarker  ROS1_Negative   ,?a  treatmentType  Radiotherapy_To_Lung,0.02335967,0.258555133,0.276422764,68,263,246,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasStage  IVB,0.01610306,0.149253731,0.149253731,20,134,134,?a
?a  hasGender  Female   ,?a  hasStage  IVB,0.037037037,0.123655914,0.123655914,46,372,372,?a
?a  hasAgeCategory  Young   ,?a  hasStage  IVB,0.035426731,0.127906977,0.127906977,44,344,344,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasStage  IVB,0.028180354,0.137795276,0.137795276,35,254,254,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasStage  IVB,0.027375201,0.251851852,0.251851852,34,135,135,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasStage  IVB,0.018518519,0.167883212,0.167883212,23,137,137,?a
?a  patientDrug  Erlotinib   ,?a  hasStage  IVB,0.010466989,0.224137931,0.224137931,13,58,58,?a
?a  treatmentType  Immunotherapy   ,?a  hasStage  IVB,0.027375201,0.180851064,0.180851064,34,188,188,?a
?a  patientDrug  Docetaxel   ,?a  hasStage  IVB,0.015297907,0.19,0.19,19,100,100,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasStage  IVB,0.05958132,0.149797571,0.149797571,74,494,494,?a
?a  patientDrug  Nivolumab   ,?a  hasStage  IVB,0.011272142,0.112903226,0.112903226,14,124,124,?a
?a  patientDrug  Osimertinib   ,?a  hasStage  IVB,0.012077295,0.333333333,0.333333333,15,45,45,?a
?a  patientDrug  Pembrolizumab   ,?a  hasStage  IVB,0.018518519,0.343283582,0.343283582,23,67,67,?a
?a  patientDrug  Vp-16   ,?a  hasStage  IVB,0.017713366,0.104265403,0.104265403,22,211,211,?a
?a  patientDrug  Pemetrexed   ,?a  hasStage  IVB,0.033011272,0.162055336,0.162055336,41,253,253,?a
?a  hasBiomarker  PDL1_Negative   ,?a  hasStage  IVB,0.024154589,0.297029703,0.297029703,30,101,101,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasStage  IVB,0.020933977,0.216666667,0.216666667,26,120,120,?a
?a  patientDrug  Carboplatin   ,?a  hasStage  IVB,0.058776167,0.115506329,0.115506329,73,632,632,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasStage  IVB,0.01610306,0.240963855,0.240963855,20,83,83,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasStage  IVB,0.054750403,0.182795699,0.182795699,68,372,372,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasStage  IVB,0.041867955,0.371428571,0.371428571,52,140,140,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasStage  IVB,0.048309179,0.141509434,0.141509434,60,424,424,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasStage  IVB,0.05394525,0.254752852,0.254752852,67,263,263,?a
?a  hasRelapse_Progression  Progression   ,?a  hasStage  IVB,0.066827697,0.122238586,0.122238586,83,679,679,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Nivolumab,0.023169913,0.112745098,0.147435897,69,612,468,?a
?a  hasGender  Female   ,?a  patientDrug  Nivolumab,0.011417058,0.091397849,0.114864865,34,372,296,?a
?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Nivolumab,0.010745467,0.090140845,0.165803109,32,355,193,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Nivolumab,0.017797179,0.107287449,0.135204082,53,494,392,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Nivolumab,0.014775017,0.111959288,0.119565217,44,393,368,?a
?a  hasStage  IV   ,?a  patientDrug  Nivolumab,0.014439221,0.149825784,0.166023166,43,287,259,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Nivolumab,0.029214238,0.17611336,0.17611336,87,494,494,?a
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Nivolumab,0.035930154,0.569148936,0.572192513,107,188,187,?a
?a  patientDrug  Docetaxel   ,?a  patientDrug  Nivolumab,0.010073875,0.3,0.3,30,100,100,?a
?a  hasGender  Male   ,?a  patientDrug  Nivolumab,0.030221625,0.103448276,0.135542169,90,870,664,?a
?a  patientDrug  Cisplatin   ,?a  patientDrug  Nivolumab,0.014439221,0.15248227,0.15248227,43,282,282,?a
?a  patientDrug  Vinorelbine   ,?a  patientDrug  Nivolumab,0.013767629,0.12238806,0.12238806,41,335,335,?a
?a  patientDrug  Pemetrexed   ,?a  patientDrug  Nivolumab,0.018804567,0.221343874,0.221343874,56,253,253,?a
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Nivolumab,0.019140363,0.195205479,0.195205479,57,292,292,?a
?a  hasAgeCategory  Young   ,?a  patientDrug  Nivolumab,0.014439221,0.125,0.146757679,43,344,293,?a
?a  hasAgeCategory  Old   ,?a  patientDrug  Nivolumab,0.027199463,0.090301003,0.12143928,81,897,667,?a
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Nivolumab,0.020819342,0.166666667,0.194968553,62,372,318,?a
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Nivolumab,0.034251175,0.150220913,0.164251208,102,679,621,?a
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Nivolumab,0.022498321,0.158018868,0.184065934,67,424,364,?a
?a  patientDrug  Carboplatin   ,?a  patientDrug  Nivolumab,0.028878442,0.136075949,0.136075949,86,632,632,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasRelapse_Progression  No_Progression,0.021,0.156716418,0.201923077,21,134,104,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasRelapse_Progression  No_Progression,0.127,0.20751634,0.264583333,127,612,480,?a
?a  hasStage  IIA   ,?a  hasRelapse_Progression  No_Progression,0.019,0.37254902,0.558823529,19,51,34,?a
?a  hasGender  Female   ,?a  hasRelapse_Progression  No_Progression,0.072,0.193548387,0.242424242,72,372,297,?a
?a  hasStage  IA   ,?a  hasRelapse_Progression  No_Progression,0.049,0.466666667,0.628205128,49,105,78,?a
?a  hasStage  IIIB   ,?a  hasRelapse_Progression  No_Progression,0.017,0.120567376,0.151785714,17,141,112,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasRelapse_Progression  No_Progression,0.098,0.198380567,0.260638298,98,494,376,?a
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Nivolumab,0.013096038,0.148288973,0.172566372,39,263,226,?a
?a  hasGender  Male   ,?a  hasRelapse_Progression  No_Progression,0.174,0.2,0.261654135,174,870,665,?a
?a  hasStage  IIB   ,?a  hasRelapse_Progression  No_Progression,0.024,0.352941176,0.510638298,24,68,47,?a
?a  hasStage  IB   ,?a  hasRelapse_Progression  No_Progression,0.029,0.305263158,0.467741935,29,95,62,?a
?a  hasAgeCategory  Young   ,?a  hasRelapse_Progression  No_Progression,0.055,0.159883721,0.204460967,55,344,269,?a
?a  hasStage  IV   ,?a  hasRelapse_Progression  No_Progression,0.031,0.108013937,0.130252101,31,287,238,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasRelapse_Progression  No_Progression,0.024,0.094488189,0.105726872,24,254,227,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  hasRelapse_Progression  No_Progression,0.058,0.254385965,0.341176471,58,228,170,?a
?a  treatmentType  Chemotherapy   ,?a  hasRelapse_Progression  No_Progression,0.018,0.257142857,0.321428571,18,70,56,?a
?a  hasAgeCategory  Old   ,?a  hasRelapse_Progression  No_Progression,0.191,0.212931996,0.276011561,191,897,692,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasRelapse_Progression  No_Progression,0.056,0.142493639,0.157746479,56,393,355,?a
?a  treatmentType  Thoracoscopy   ,?a  hasRelapse_Progression  No_Progression,0.133,0.374647887,0.521568627,133,355,255,?a
?a  hasStage  IIIA   ,?a  hasRelapse_Progression  No_Progression,0.066,0.272727273,0.317307692,66,242,208,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasRelapse_Progression  No_Progression,0.035,0.233333333,0.289256198,35,150,121,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasRelapse_Progression  No_Progression,0.048,0.290909091,0.372093023,48,165,129,?a
?a  treatmentType  Immunotherapy   ,?a  hasRelapse_Progression  No_Progression,0.017,0.090425532,0.104938272,17,188,162,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasRelapse_Progression  No_Progression,0.019,0.138686131,0.1484375,19,137,128,?a
?a  patientDrug  Nivolumab   ,?a  hasRelapse_Progression  No_Progression,0.015,0.120967742,0.128205128,15,124,117,?a
?a  patientDrug  Durvalumab   ,?a  hasRelapse_Progression  No_Progression,0.011,0.523809524,0.611111111,11,21,18,?a
?a  patientDrug  Cisplatin   ,?a  hasRelapse_Progression  No_Progression,0.031,0.109929078,0.128099174,31,282,242,?a
?a  patientDrug  Vp-16   ,?a  hasRelapse_Progression  No_Progression,0.033,0.156398104,0.189655172,33,211,174,?a
?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  No_Progression,0.036,0.123287671,0.138996139,36,292,259,?a
?a  patientDrug  Vinorelbine   ,?a  hasRelapse_Progression  No_Progression,0.054,0.16119403,0.195652174,54,335,276,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasRelapse_Progression  No_Progression,0.036,0.096774194,0.127659574,36,372,282,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasRelapse_Progression  No_Progression,0.013,0.092857143,0.132653061,13,140,98,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasRelapse_Progression  No_Progression,0.044,0.103773585,0.130177515,44,424,338,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasRelapse_Progression  No_Progression,0.028,0.106463878,0.145833333,28,263,192,?a
?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  No_Progression,0.092,0.14556962,0.175238095,92,632,525,?a
?a  hasGender  Female   ,?a  hasStage  IV,0.072463768,0.241935484,0.241935484,90,372,372,?a
?a  hasAgeCategory  Young   ,?a  hasStage  IV,0.070853462,0.255813953,0.255813953,88,344,344,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasStage  IV,0.030595813,0.28358209,0.28358209,38,134,134,?a
?a  hasAgeCategory  Old   ,?a  hasStage  IV,0.160225443,0.221850613,0.221850613,199,897,897,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasStage  IV,0.109500805,0.222222222,0.222222222,136,612,612,?a
?a  treatmentType  Chemotherapy   ,?a  hasStage  IV,0.035426731,0.628571429,0.628571429,44,70,70,?a
?a  hasGender  Male   ,?a  hasStage  IV,0.158615137,0.226436782,0.226436782,197,870,870,?a
?a  treatmentType  Surgery   ,?a  hasStage  IV,0.034621578,0.472527473,0.472527473,43,91,91,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasStage  IV,0.070853462,0.346456693,0.346456693,88,254,254,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasStage  IV,0.03784219,0.348148148,0.348148148,47,135,135,?a
?a  patientDrug  Cyclophosphamide   ,?a  hasStage  IV,0.025764895,0.533333333,0.533333333,32,60,60,?a
?a  treatmentType  Immunotherapy   ,?a  hasStage  IV,0.039452496,0.260638298,0.260638298,49,188,188,?a
?a  patientDrug  Erlotinib   ,?a  hasStage  IV,0.017713366,0.379310345,0.379310345,22,58,58,?a
?a  patientDrug  Nivolumab   ,?a  hasStage  IV,0.034621578,0.346774194,0.346774194,43,124,124,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasStage  IV,0.046698873,0.423357664,0.423357664,58,137,137,?a
?a  patientDrug  Docetaxel   ,?a  hasStage  IV,0.023349436,0.29,0.29,29,100,100,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasStage  IV,0.089371981,0.224696356,0.224696356,111,494,494,?a
?a  patientDrug  Vincristine   ,?a  hasStage  IV,0.024959742,0.516666667,0.516666667,31,60,60,?a
